position,champion,build_path,total_games,win_count,win_rate
TOP,트린다미어,불경한 히드라 ➜ 톱날 단검 ➜ 곡괭이,7,4,57.14
TOP,트린다미어,불경한 히드라 ➜ 필멸자의 운명 ➜ 징수의 총,6,4,66.67
TOP,트린다미어,유령 무희 ➜ 굶주린 히드라 ➜ 몰락한 왕의 검,6,4,66.67
TOP,트린다미어,징수의 총 ➜ 불경한 히드라 ➜ 도미닉 경의 인사,9,5,55.56
TOP,트린다미어,징수의 총 ➜ 불경한 히드라 ➜ 롱소드,6,3,50.0
TOP,트린다미어,징수의 총 ➜ 불경한 히드라 ➜ 민첩성의 망토,7,2,28.57
TOP,트린다미어,징수의 총 ➜ 불경한 히드라 ➜ 필멸자의 운명,5,0,0.0
TOP,티모,내셔의 이빨 ➜ 리안드리의 고통 ➜ 망각의 구,6,3,50.0
TOP,티모,내셔의 이빨 ➜ 리안드리의 고통 ➜ 악의,7,3,42.86
TOP,티모,내셔의 이빨 ➜ 방출의 마법봉 ➜ 리안드리의 고통,6,2,33.33
TOP,티모,내셔의 이빨 ➜ 운명의 재 ➜ 기괴한 가면,6,2,33.33
TOP,티모,리안드리의 고통 ➜ 증폭의 고서 ➜ 내셔의 이빨,5,1,20.0
TOP,티모,방출의 마법봉 ➜ 내셔의 이빨 ➜ 리안드리의 고통,6,3,50.0
TOP,티모,사라진 양피지 ➜ 내셔의 이빨 ➜ 리안드리의 고통,8,5,62.5
TOP,티모,사라진 양피지 ➜ 리안드리의 고통 ➜ 내셔의 이빨,5,3,60.0
TOP,티모,사라진 양피지 ➜ 방출의 마법봉 ➜ 리안드리의 고통,5,2,40.0
TOP,티모,악의 ➜ 내셔의 이빨 ➜ 리안드리의 고통,7,6,85.71
TOP,티모,악의 ➜ 리안드리의 고통 ➜ 내셔의 이빨,6,2,33.33
TOP,티모,악의 ➜ 증폭의 고서 ➜ 내셔의 이빨,6,2,33.33
TOP,티모,역병의 보석 ➜ 악의 ➜ 리안드리의 고통,9,5,55.56
TOP,티모,증폭의 고서 ➜ 루비 수정 ➜ 내셔의 이빨,5,2,40.0
TOP,티모,증폭의 고서 ➜ 리안드리의 고통 ➜ 내셔의 이빨,6,2,33.33
TOP,티모,증폭의 고서 ➜ 악의 ➜ 리안드리의 고통,6,3,50.0
TOP,판테온,쇼진의 창 ➜ 칠흑의 양날 도끼 ➜ 갈라진 하늘,5,5,100.0
TOP,판테온,스테락의 도전 ➜ 칠흑의 양날 도끼 ➜ 쇼진의 창,5,3,60.0
TOP,판테온,칠흑의 양날 도끼 ➜ 땅굴 채굴기 ➜ 루비 수정,7,5,71.43
TOP,판테온,칠흑의 양날 도끼 ➜ 루비 수정 ➜ 롱소드,5,4,80.0
TOP,피오라,B.F. 대검 ➜ 굶주린 히드라 ➜ 삼위일체,6,2,33.33
TOP,피오라,강철 인장 ➜ 굶주린 히드라 ➜ 삼위일체,8,5,62.5
TOP,피오라,강철 인장 ➜ 삼위일체 ➜ 굶주린 히드라,5,5,100.0
TOP,피오라,곡괭이 ➜ 굶주린 히드라 ➜ 삼위일체,8,5,62.5
TOP,피오라,광휘의 검 ➜ 굶주린 히드라 ➜ 탐식의 망치,6,3,50.0
TOP,피오라,굶주린 히드라 ➜ 강철 인장 ➜ 삼위일체,22,15,68.18
TOP,피오라,굶주린 히드라 ➜ 곡괭이 ➜ 삼위일체,11,8,72.73
TOP,피오라,굶주린 히드라 ➜ 광휘의 검 ➜ 롱소드,5,0,0.0
TOP,피오라,굶주린 히드라 ➜ 광휘의 검 ➜ 루비 수정,6,4,66.67
TOP,피오라,굶주린 히드라 ➜ 광휘의 검 ➜ 탐식의 망치,15,7,46.67
TOP,피오라,굶주린 히드라 ➜ 땅굴 채굴기 ➜ 곡괭이,5,3,60.0
TOP,피오라,굶주린 히드라 ➜ 땅굴 채굴기 ➜ 삼위일체,14,8,57.14
TOP,피오라,굶주린 히드라 ➜ 땅굴 채굴기 ➜ 죽음의 무도,5,2,40.0
TOP,피오라,굶주린 히드라 ➜ 롱소드 ➜ 단검,12,4,33.33
TOP,피오라,굶주린 히드라 ➜ 롱소드 ➜ 롱소드,26,10,38.46
TOP,피오라,굶주린 히드라 ➜ 롱소드 ➜ 루비 수정,5,0,0.0
TOP,피오라,굶주린 히드라 ➜ 롱소드 ➜ 삼위일체,20,9,45.0
TOP,피오라,굶주린 히드라 ➜ 롱소드 ➜ 주문포식자,5,2,40.0
TOP,피오라,굶주린 히드라 ➜ 롱소드 ➜ 탐식의 망치,14,7,50.0
TOP,피오라,굶주린 히드라 ➜ 루비 수정 ➜ 롱소드,6,3,50.0
TOP,피오라,굶주린 히드라 ➜ 루비 수정 ➜ 삼위일체,5,2,40.0
TOP,피오라,굶주린 히드라 ➜ 맬모셔스의 아귀 ➜ 삼위일체,16,8,50.0
TOP,피오라,굶주린 히드라 ➜ 빛나는 티끌 ➜ 탐식의 망치,5,1,20.0
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 강철 인장,70,36,51.43
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 곡괭이,52,36,69.23
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 끝없는 갈망,35,21,60.0
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 땅굴 채굴기,43,22,51.16
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 롱소드,94,45,47.87
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 루비 수정,10,5,50.0
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 마법무효화의 망토,6,2,33.33
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 맬모셔스의 아귀,37,26,70.27
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 빛나는 티끌,10,6,60.0
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 선체파괴자,88,44,50.0
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 쇼진의 창,15,11,73.33
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 수호 천사,5,3,60.0
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 스테락의 도전,8,5,62.5
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 주문포식자,31,21,67.74
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 죽음의 무도,181,111,61.33
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 처형인의 대검,18,9,50.0
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 천 갑옷,16,7,43.75
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 콜필드의 전투 망치,45,26,57.78
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 피바라기,7,4,57.14
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 헤르메스의 시미터,6,5,83.33
TOP,피오라,굶주린 히드라 ➜ 삼위일체 ➜ 화공 펑크 사슬검,5,1,20.0
TOP,피오라,굶주린 히드라 ➜ 선체파괴자 ➜ 삼위일체,39,22,56.41
TOP,피오라,굶주린 히드라 ➜ 선체파괴자 ➜ 죽음의 무도,5,5,100.0
TOP,피오라,굶주린 히드라 ➜ 쇼진의 창 ➜ 삼위일체,8,6,75.0
TOP,피오라,굶주린 히드라 ➜ 쇼진의 창 ➜ 죽음의 무도,6,4,66.67
TOP,피오라,굶주린 히드라 ➜ 온기가 필요한 자의 도끼 ➜ 롱소드,11,6,54.55
TOP,피오라,굶주린 히드라 ➜ 온기가 필요한 자의 도끼 ➜ 탐식의 망치,23,8,34.78
TOP,피오라,굶주린 히드라 ➜ 주문포식자 ➜ 삼위일체,11,7,63.64
TOP,피오라,굶주린 히드라 ➜ 죽음의 무도 ➜ 삼위일체,67,45,67.16
TOP,피오라,굶주린 히드라 ➜ 처형인의 대검 ➜ 삼위일체,12,7,58.33
TOP,피오라,굶주린 히드라 ➜ 콜필드의 전투 망치 ➜ 삼위일체,16,10,62.5
TOP,피오라,굶주린 히드라 ➜ 탐식의 망치 ➜ 광휘의 검,23,13,56.52
TOP,피오라,굶주린 히드라 ➜ 탐식의 망치 ➜ 단검,13,4,30.77
TOP,피오라,굶주린 히드라 ➜ 탐식의 망치 ➜ 롱소드,34,13,38.24
TOP,피오라,굶주린 히드라 ➜ 탐식의 망치 ➜ 빛나는 티끌,8,1,12.5
TOP,피오라,굶주린 히드라 ➜ 탐식의 망치 ➜ 온기가 필요한 자의 도끼,29,14,48.28
TOP,피오라,끝없는 갈망 ➜ 삼위일체 ➜ 굶주린 히드라,7,5,71.43
TOP,피오라,땅굴 채굴기 ➜ 굶주린 히드라 ➜ 삼위일체,7,5,71.43
TOP,피오라,롱소드 ➜ 굶주린 히드라 ➜ 삼위일체,9,8,88.89
TOP,피오라,맬모셔스의 아귀 ➜ 굶주린 히드라 ➜ 삼위일체,10,7,70.0
TOP,피오라,삼위일체 ➜ 강철 인장 ➜ 굶주린 히드라,5,2,40.0
TOP,피오라,삼위일체 ➜ 굶주린 히드라 ➜ 강철 인장,31,15,48.39
TOP,피오라,삼위일체 ➜ 굶주린 히드라 ➜ 곡괭이,23,13,56.52
TOP,피오라,삼위일체 ➜ 굶주린 히드라 ➜ 땅굴 채굴기,18,6,33.33
TOP,피오라,삼위일체 ➜ 굶주린 히드라 ➜ 롱소드,35,15,42.86
TOP,피오라,삼위일체 ➜ 굶주린 히드라 ➜ 맬모셔스의 아귀,14,6,42.86
TOP,피오라,삼위일체 ➜ 굶주린 히드라 ➜ 선체파괴자,41,24,58.54
TOP,피오라,삼위일체 ➜ 굶주린 히드라 ➜ 스테락의 도전,5,4,80.0
TOP,피오라,삼위일체 ➜ 굶주린 히드라 ➜ 주문포식자,11,4,36.36
TOP,피오라,삼위일체 ➜ 굶주린 히드라 ➜ 죽음의 무도,54,35,64.81
TOP,피오라,삼위일체 ➜ 굶주린 히드라 ➜ 처형인의 대검,13,5,38.46
TOP,피오라,삼위일체 ➜ 굶주린 히드라 ➜ 천 갑옷,9,3,33.33
TOP,피오라,삼위일체 ➜ 굶주린 히드라 ➜ 콜필드의 전투 망치,20,9,45.0
TOP,피오라,삼위일체 ➜ 롱소드 ➜ 굶주린 히드라,6,3,50.0
TOP,피오라,삼위일체 ➜ 선체파괴자 ➜ 굶주린 히드라,22,14,63.64
TOP,피오라,삼위일체 ➜ 죽음의 무도 ➜ 굶주린 히드라,23,13,56.52
TOP,피오라,선체파괴자 ➜ 굶주린 히드라 ➜ 삼위일체,23,9,39.13
TOP,피오라,선체파괴자 ➜ 삼위일체 ➜ 굶주린 히드라,12,7,58.33
TOP,피오라,온기가 필요한 자의 도끼 ➜ 굶주린 히드라 ➜ 탐식의 망치,5,4,80.0
TOP,피오라,죽음의 무도 ➜ 굶주린 히드라 ➜ 맬모셔스의 아귀,7,3,42.86
TOP,피오라,죽음의 무도 ➜ 굶주린 히드라 ➜ 삼위일체,52,28,53.85
TOP,피오라,죽음의 무도 ➜ 삼위일체 ➜ 굶주린 히드라,13,8,61.54
TOP,피오라,콜필드의 전투 망치 ➜ 굶주린 히드라 ➜ 삼위일체,6,2,33.33
TOP,피오라,탐식의 망치 ➜ 굶주린 히드라 ➜ 광휘의 검,7,3,42.86
TOP,피오라,탐식의 망치 ➜ 굶주린 히드라 ➜ 롱소드,7,5,71.43
TOP,피오라,탐식의 망치 ➜ 굶주린 히드라 ➜ 온기가 필요한 자의 도끼,7,2,28.57
TOP,피오라,티아맷 ➜ 콜필드의 전투 망치 ➜ 롱소드,8,0,0.0
TOP,피오라,티아맷 ➜ 흡혈의 낫 ➜ 롱소드,9,0,0.0
UTILITY,갈리오,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 밴들파이프,5,2,40.0
UTILITY,갈리오,슈렐리아의 군가 ➜ 미카엘의 축복 ➜ 천상의 이의,5,4,80.0
UTILITY,갈리오,천상의 이의 ➜ 강철의 솔라리 펜던트 ➜ 밴들파이프,7,6,85.71
UTILITY,그라가스,천상의 이의 ➜ 강철의 솔라리 펜던트 ➜ 밴들파이프,5,0,0.0
UTILITY,나미,구원 ➜ 망각의 구 ➜ 제국의 명령,7,3,42.86
UTILITY,나미,구원 ➜ 미카엘의 축복 ➜ 제국의 명령,15,9,60.0
UTILITY,나미,구원 ➜ 불타는 향로 ➜ 제국의 명령,5,2,40.0
UTILITY,나미,구원 ➜ 슈렐리아의 군가 ➜ 망각의 구,5,3,60.0
UTILITY,나미,구원 ➜ 월석 재생기 ➜ 제국의 명령,15,8,53.33
UTILITY,나미,구원 ➜ 제국의 명령 ➜ 금지된 우상,6,3,50.0
UTILITY,나미,구원 ➜ 제국의 명령 ➜ 망각의 구,10,5,50.0
UTILITY,나미,구원 ➜ 제국의 명령 ➜ 밴들유리 거울,5,3,60.0
UTILITY,나미,구원 ➜ 제국의 명령 ➜ 불타는 향로,6,4,66.67
UTILITY,나미,구원 ➜ 제국의 명령 ➜ 에테르 환영,5,5,100.0
UTILITY,나미,구원 ➜ 제국의 명령 ➜ 월석 재생기,10,7,70.0
UTILITY,나미,구원 ➜ 제국의 명령 ➜ 점화석,8,5,62.5
UTILITY,나미,구원 ➜ 제국의 명령 ➜ 증폭의 고서,8,2,25.0
UTILITY,나미,구원 ➜ 제국의 명령 ➜ 헬리아의 메아리,9,7,77.78
UTILITY,나미,망각의 구 ➜ 구원 ➜ 제국의 명령,5,1,20.0
UTILITY,나미,미카엘의 축복 ➜ 구원 ➜ 제국의 명령,9,5,55.56
UTILITY,나미,미카엘의 축복 ➜ 망각의 구 ➜ 제국의 명령,6,4,66.67
UTILITY,나미,미카엘의 축복 ➜ 월석 재생기 ➜ 제국의 명령,5,2,40.0
UTILITY,나미,미카엘의 축복 ➜ 제국의 명령 ➜ 망각의 구,5,3,60.0
UTILITY,나미,미카엘의 축복 ➜ 제국의 명령 ➜ 불타는 향로,5,2,40.0
UTILITY,나미,미카엘의 축복 ➜ 제국의 명령 ➜ 월석 재생기,6,3,50.0
UTILITY,나미,슈렐리아의 군가 ➜ 구원 ➜ 제국의 명령,6,3,50.0
UTILITY,나미,슈렐리아의 군가 ➜ 월석 재생기 ➜ 제국의 명령,10,5,50.0
UTILITY,나미,슈렐리아의 군가 ➜ 제국의 명령 ➜ 망각의 구,7,2,28.57
UTILITY,나미,슈렐리아의 군가 ➜ 제국의 명령 ➜ 월석 재생기,9,5,55.56
UTILITY,나미,악마의 마법서 ➜ 제국의 명령 ➜ 금지된 우상,5,2,40.0
UTILITY,나미,월석 재생기 ➜ 망각의 구 ➜ 방출의 마법봉,5,4,80.0
UTILITY,나미,월석 재생기 ➜ 제국의 명령 ➜ 악마의 마법서,5,3,60.0
UTILITY,나미,제국의 명령 ➜ 구원 ➜ 금지된 우상,7,4,57.14
UTILITY,나미,제국의 명령 ➜ 구원 ➜ 밴들유리 거울,6,3,50.0
UTILITY,나미,제국의 명령 ➜ 구원 ➜ 불타는 향로,9,7,77.78
UTILITY,나미,제국의 명령 ➜ 구원 ➜ 월석 재생기,20,12,60.0
UTILITY,나미,제국의 명령 ➜ 구원 ➜ 점화석,5,4,80.0
UTILITY,나미,제국의 명령 ➜ 구원 ➜ 헬리아의 메아리,5,2,40.0
UTILITY,나미,제국의 명령 ➜ 금지된 우상 ➜ 악마의 마법서,6,1,16.67
UTILITY,나미,제국의 명령 ➜ 금지된 우상 ➜ 에테르 환영,5,0,0.0
UTILITY,나미,제국의 명령 ➜ 금지된 우상 ➜ 증폭의 고서,5,2,40.0
UTILITY,나미,제국의 명령 ➜ 망각의 구 ➜ 밴들유리 거울,5,2,40.0
UTILITY,나미,제국의 명령 ➜ 미카엘의 축복 ➜ 망각의 구,11,8,72.73
UTILITY,나미,제국의 명령 ➜ 밴들유리 거울 ➜ 점화석,10,6,60.0
UTILITY,나미,제국의 명령 ➜ 슈렐리아의 군가 ➜ 금지된 우상,6,5,83.33
UTILITY,나미,제국의 명령 ➜ 슈렐리아의 군가 ➜ 망각의 구,6,4,66.67
UTILITY,나미,제국의 명령 ➜ 악마의 마법서 ➜ 금지된 우상,14,5,35.71
UTILITY,나미,제국의 명령 ➜ 악마의 마법서 ➜ 요정의 부적,5,0,0.0
UTILITY,나미,제국의 명령 ➜ 월석 재생기 ➜ 금지된 우상,20,6,30.0
UTILITY,나미,제국의 명령 ➜ 월석 재생기 ➜ 망각의 구,8,5,62.5
UTILITY,나미,제국의 명령 ➜ 월석 재생기 ➜ 불타는 향로,8,6,75.0
UTILITY,나미,제국의 명령 ➜ 월석 재생기 ➜ 증폭의 고서,6,2,33.33
UTILITY,나미,제국의 명령 ➜ 점화석 ➜ 금지된 우상,6,2,33.33
UTILITY,나미,천상의 이의 ➜ 제국의 명령 ➜ 월석 재생기,7,1,14.29
UTILITY,노틸러스,가시 갑옷 ➜ 강철의 솔라리 펜던트 ➜ 천상의 이의,7,5,71.43
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 가시 갑옷 ➜ 점화석,9,5,55.56
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 가시 갑옷 ➜ 천상의 이의,19,10,52.63
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 구원 ➜ 기사의 맹세,7,4,57.14
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 구원 ➜ 덤불 조끼,7,4,57.14
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 구원 ➜ 루비 수정,5,2,40.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 구원 ➜ 점화석,7,3,42.86
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 구원 ➜ 천상의 이의,28,17,60.71
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 기사의 맹세 ➜ 가시 갑옷,5,3,60.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 기사의 맹세 ➜ 거인의 허리띠,6,4,66.67
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 기사의 맹세 ➜ 덤불 조끼,14,8,57.14
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 기사의 맹세 ➜ 루비 수정,13,10,76.92
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 기사의 맹세 ➜ 밴들파이프,31,17,54.84
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 기사의 맹세 ➜ 원형질 안전벨트,8,6,75.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 기사의 맹세 ➜ 점화석,11,8,72.73
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 기사의 맹세 ➜ 지크의 융합,5,3,60.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 기사의 맹세 ➜ 천 갑옷,9,2,22.22
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 기사의 맹세 ➜ 천상의 이의,75,44,58.67
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 덤불 조끼 ➜ 루비 수정,6,0,0.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 덤불 조끼 ➜ 밴들파이프,11,7,63.64
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 덤불 조끼 ➜ 점화석,5,1,20.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 덤불 조끼 ➜ 천상의 이의,8,6,75.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 루비 수정 ➜ 밴들파이프,13,4,30.77
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 루비 수정 ➜ 천 갑옷,6,5,83.33
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 루비 수정 ➜ 천상의 이의,16,11,68.75
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 미카엘의 축복 ➜ 밴들파이프,7,4,57.14
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 미카엘의 축복 ➜ 천상의 이의,17,11,64.71
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 밴들파이프 ➜ 가시 갑옷,9,4,44.44
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 밴들파이프 ➜ 기사의 맹세,27,17,62.96
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 밴들파이프 ➜ 덤불 조끼,23,9,39.13
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 밴들파이프 ➜ 루비 수정,32,16,50.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 밴들파이프 ➜ 빛나는 티끌,5,2,40.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 밴들파이프 ➜ 쇠사슬 조끼,5,4,80.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 밴들파이프 ➜ 원형질 안전벨트,21,8,38.1
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 밴들파이프 ➜ 점화석,80,50,62.5
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 밴들파이프 ➜ 지크의 융합,9,4,44.44
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 밴들파이프 ➜ 천 갑옷,8,4,50.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 밴들파이프 ➜ 천상의 이의,99,54,54.55
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 쇠사슬 조끼 ➜ 점화석,6,2,33.33
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 쇠사슬 조끼 ➜ 천상의 이의,5,3,60.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 원형질 안전벨트 ➜ 루비 수정,5,2,40.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 원형질 안전벨트 ➜ 밴들파이프,20,9,45.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 원형질 안전벨트 ➜ 점화석,17,14,82.35
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 원형질 안전벨트 ➜ 천상의 이의,28,13,46.43
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 점화석 ➜ 거인의 허리띠,5,4,80.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 점화석 ➜ 루비 수정,5,2,40.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 점화석 ➜ 마법무효화의 망토,6,2,33.33
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 점화석 ➜ 밴들파이프,12,9,75.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 점화석 ➜ 쇠사슬 조끼,15,7,46.67
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 점화석 ➜ 천 갑옷,22,9,40.91
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 점화석 ➜ 천상의 이의,38,20,52.63
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 지크의 융합 ➜ 밴들파이프,7,5,71.43
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 지크의 융합 ➜ 천상의 이의,7,5,71.43
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천 갑옷 ➜ 밴들파이프,7,4,57.14
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천 갑옷 ➜ 점화석,5,3,60.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천 갑옷 ➜ 천상의 이의,9,4,44.44
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 가시 갑옷,29,19,65.52
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 구원,14,9,64.29
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 금지된 우상,5,0,0.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 기사의 맹세,80,48,60.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 덤불 조끼,44,18,40.91
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 루비 수정,43,14,32.56
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 마법무효화의 망토,9,5,55.56
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 미카엘의 축복,7,5,71.43
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 밴들파이프,194,85,43.81
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 빛나는 티끌,6,4,66.67
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 쇠사슬 조끼,8,2,25.0
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 악마의 마법서,7,2,28.57
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 원형질 안전벨트,48,23,47.92
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 점화석,86,28,32.56
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 지크의 융합,23,14,60.87
UTILITY,노틸러스,강철의 솔라리 펜던트 ➜ 천상의 이의 ➜ 천 갑옷,21,12,57.14
UTILITY,노틸러스,구원 ➜ 강철의 솔라리 펜던트 ➜ 점화석,5,4,80.0
UTILITY,노틸러스,구원 ➜ 강철의 솔라리 펜던트 ➜ 천상의 이의,18,8,44.44
UTILITY,노틸러스,구원 ➜ 천상의 이의 ➜ 강철의 솔라리 펜던트,11,9,81.82
UTILITY,노틸러스,기사의 맹세 ➜ 강철의 솔라리 펜던트 ➜ 덤불 조끼,6,3,50.0
UTILITY,노틸러스,기사의 맹세 ➜ 강철의 솔라리 펜던트 ➜ 밴들파이프,28,21,75.0
UTILITY,노틸러스,기사의 맹세 ➜ 강철의 솔라리 펜던트 ➜ 점화석,5,3,60.0
UTILITY,노틸러스,기사의 맹세 ➜ 강철의 솔라리 펜던트 ➜ 천상의 이의,51,27,52.94
UTILITY,노틸러스,기사의 맹세 ➜ 천상의 이의 ➜ 강철의 솔라리 펜던트,26,13,50.0
UTILITY,노틸러스,기사의 맹세 ➜ 천상의 이의 ➜ 밴들파이프,10,9,90.0
UTILITY,노틸러스,덤불 조끼 ➜ 강철의 솔라리 펜던트 ➜ 천상의 이의,20,12,60.0
UTILITY,노틸러스,덤불 조끼 ➜ 천상의 이의 ➜ 강철의 솔라리 펜던트,8,2,25.0
UTILITY,노틸러스,덤불 조끼 ➜ 천상의 이의 ➜ 밴들파이프,6,3,50.0
UTILITY,노틸러스,루비 수정 ➜ 강철의 솔라리 펜던트 ➜ 천상의 이의,20,12,60.0
UTILITY,노틸러스,루비 수정 ➜ 천상의 이의 ➜ 강철의 솔라리 펜던트,6,3,50.0
UTILITY,노틸러스,루비 수정 ➜ 천상의 이의 ➜ 밴들파이프,5,1,20.0
UTILITY,노틸러스,루비 수정 ➜ 천상의 이의 ➜ 원형질 안전벨트,6,3,50.0
UTILITY,노틸러스,루비 수정 ➜ 천상의 이의 ➜ 천 갑옷,7,5,71.43
UTILITY,노틸러스,마법무효화의 망토 ➜ 밴들파이프 ➜ 점화석,7,3,42.86
UTILITY,노틸러스,마법무효화의 망토 ➜ 점화석 ➜ 천 갑옷,13,6,46.15
UTILITY,노틸러스,마법무효화의 망토 ➜ 천 갑옷 ➜ 점화석,10,3,30.0
UTILITY,노틸러스,마법무효화의 망토 ➜ 천상의 이의 ➜ 점화석,5,0,0.0
UTILITY,노틸러스,미카엘의 축복 ➜ 강철의 솔라리 펜던트 ➜ 천상의 이의,10,7,70.0
UTILITY,노틸러스,미카엘의 축복 ➜ 천상의 이의 ➜ 강철의 솔라리 펜던트,8,5,62.5
UTILITY,노틸러스,미카엘의 축복 ➜ 천상의 이의 ➜ 밴들파이프,6,4,66.67
UTILITY,노틸러스,밴들파이프 ➜ 가시 갑옷 ➜ 점화석,6,4,66.67
