position,champion,spell1,spell2,total_games,win_count,win_rate
MIDDLE,이즈리얼,점화,점멸,8,4,50.0
MIDDLE,이즈리얼,정화,점멸,5,0,0.0
MIDDLE,이즈리얼,탈진,점멸,5,4,80.0
MIDDLE,일라오이,순간이동,점멸,8,2,25.0
MIDDLE,자르반 4세,점화,점멸,9,6,66.67
MIDDLE,자이라,순간이동,점멸,24,11,45.83
MIDDLE,자이라,점화,점멸,10,4,40.0
MIDDLE,자크,순간이동,점멸,46,21,45.65
MIDDLE,자크,점화,점멸,168,85,50.6
MIDDLE,자헨,순간이동,점멸,60,28,46.67
MIDDLE,자헨,점화,점멸,16,7,43.75
MIDDLE,잭스,순간이동,점멸,15,6,40.0
MIDDLE,잭스,점화,점멸,11,5,45.45
MIDDLE,제드,순간이동,점멸,987,509,51.57
MIDDLE,제드,순간이동,점화,15,7,46.67
MIDDLE,제드,점화,점멸,1710,889,51.99
MIDDLE,제드,정화,점멸,48,28,58.33
MIDDLE,제드,탈진,점멸,25,12,48.0
MIDDLE,제라스,방어막,점멸,66,40,60.61
MIDDLE,제라스,순간이동,점멸,733,379,51.71
MIDDLE,제라스,유체화,점멸,63,26,41.27
MIDDLE,제라스,정화,점멸,34,20,58.82
MIDDLE,제라스,탈진,점멸,55,32,58.18
MIDDLE,제라스,회복,점멸,5,2,40.0
MIDDLE,제리,방어막,점멸,18,9,50.0
MIDDLE,제리,순간이동,점멸,17,7,41.18
MIDDLE,제리,유체화,점멸,13,6,46.15
MIDDLE,제이스,순간이동,점멸,158,74,46.84
MIDDLE,제이스,점화,점멸,98,50,51.02
MIDDLE,조이,순간이동,점멸,35,20,57.14
MIDDLE,조이,점화,점멸,2863,1506,52.6
MIDDLE,조이,정화,점멸,11,8,72.73
MIDDLE,조이,탈진,점멸,7,2,28.57
MIDDLE,직스,순간이동,점멸,158,83,52.53
MIDDLE,직스,유체화,점멸,6,4,66.67
MIDDLE,직스,점화,점멸,10,8,80.0
MIDDLE,질리언,순간이동,점멸,52,27,51.92
MIDDLE,초가스,순간이동,점멸,55,18,32.73
MIDDLE,초가스,점화,점멸,15,9,60.0
MIDDLE,카르마,순간이동,점멸,93,41,44.09
MIDDLE,카르마,유체화,점멸,27,13,48.15
MIDDLE,카르마,점화,점멸,5,2,40.0
MIDDLE,카밀,순간이동,점멸,15,7,46.67
MIDDLE,카밀,점화,점멸,16,10,62.5
MIDDLE,카사딘,순간이동,점멸,430,229,53.26
MIDDLE,카사딘,점화,점멸,21,10,47.62
MIDDLE,카서스,탈진,점멸,41,14,34.15
MIDDLE,카시오페아,방어막,점멸,5,1,20.0
MIDDLE,카시오페아,순간이동,점멸,445,221,49.66
MIDDLE,카시오페아,유체화,점멸,283,147,51.94
MIDDLE,카시오페아,점화,점멸,31,18,58.06
MIDDLE,카시오페아,정화,점멸,19,6,31.58
MIDDLE,카시오페아,탈진,점멸,48,21,43.75
MIDDLE,카이사,순간이동,점멸,18,5,27.78
MIDDLE,카이사,유체화,점멸,6,0,0.0
MIDDLE,카이사,탈진,점멸,7,4,57.14
MIDDLE,카타리나,방어막,점화,16,7,43.75
MIDDLE,카타리나,순간이동,점멸,290,151,52.07
MIDDLE,카타리나,순간이동,점화,65,23,35.38
MIDDLE,카타리나,점화,점멸,2649,1394,52.62
MIDDLE,카타리나,점화,탈진,6,3,50.0
MIDDLE,카타리나,정화,점멸,13,8,61.54
MIDDLE,카타리나,탈진,점멸,8,6,75.0
MIDDLE,케넨,순간이동,점멸,37,25,67.57
MIDDLE,케넨,점화,점멸,82,50,60.98
MIDDLE,케일,순간이동,점멸,39,19,48.72
MIDDLE,코그모,순간이동,점멸,14,7,50.0
MIDDLE,코르키,방어막,점멸,20,11,55.0
MIDDLE,코르키,순간이동,점멸,530,267,50.38
MIDDLE,코르키,유체화,점멸,7,3,42.86
MIDDLE,코르키,점화,점멸,49,20,40.82
MIDDLE,코르키,정화,점멸,13,2,15.38
MIDDLE,코르키,탈진,점멸,24,9,37.5
MIDDLE,퀸,점화,점멸,69,25,36.23
MIDDLE,크산테,순간이동,점멸,87,45,51.72
MIDDLE,크산테,유체화,점멸,9,4,44.44
MIDDLE,클레드,순간이동,점멸,72,42,58.33
MIDDLE,클레드,점화,점멸,46,18,39.13
MIDDLE,클레드,탈진,점멸,6,2,33.33
MIDDLE,키아나,순간이동,점멸,93,37,39.78
MIDDLE,키아나,점화,점멸,1720,951,55.29
MIDDLE,키아나,정화,점멸,12,7,58.33
MIDDLE,탈론,순간이동,점멸,28,10,35.71
MIDDLE,탈론,점화,점멸,1822,960,52.69
MIDDLE,탈론,정화,점멸,9,4,44.44
MIDDLE,탈리야,방어막,점멸,5,3,60.0
MIDDLE,탈리야,순간이동,점멸,1775,867,48.85
MIDDLE,탈리야,유체화,점멸,369,194,52.57
MIDDLE,탈리야,점화,점멸,57,26,45.61
MIDDLE,탈리야,정화,점멸,42,26,61.9
MIDDLE,탈리야,탈진,점멸,84,43,51.19
MIDDLE,탈리야,회복,점멸,19,11,57.89
MIDDLE,트리스타나,방어막,점멸,16,9,56.25
MIDDLE,트리스타나,순간이동,점멸,284,145,51.06
MIDDLE,트리스타나,점화,점멸,86,34,39.53
MIDDLE,트리스타나,정화,점멸,20,8,40.0
MIDDLE,트리스타나,탈진,점멸,18,9,50.0
MIDDLE,트린다미어,유체화,점멸,76,34,44.74
MIDDLE,트린다미어,점화,점멸,106,48,45.28
MIDDLE,트위스티드 페이트,방어막,점멸,5,4,80.0
MIDDLE,트위스티드 페이트,순간이동,점멸,2495,1323,53.03
MIDDLE,트위스티드 페이트,유체화,점멸,334,183,54.79
MIDDLE,트위스티드 페이트,점화,점멸,766,420,54.83
MIDDLE,트위스티드 페이트,정화,점멸,51,27,52.94
MIDDLE,트위스티드 페이트,탈진,점멸,70,34,48.57
MIDDLE,트위스티드 페이트,회복,점멸,5,2,40.0
MIDDLE,트위치,점화,점멸,20,13,65.0
MIDDLE,티모,점화,점멸,9,3,33.33
MIDDLE,파이크,순간이동,점멸,19,11,57.89
MIDDLE,판테온,순간이동,점멸,65,30,46.15
MIDDLE,판테온,유체화,점멸,10,3,30.0
MIDDLE,판테온,점화,점멸,542,321,59.23
MIDDLE,판테온,정화,점멸,6,2,33.33
MIDDLE,피들스틱,순간이동,점멸,29,13,44.83
MIDDLE,피들스틱,점화,점멸,12,6,50.0
MIDDLE,피오라,순간이동,점멸,16,12,75.0
MIDDLE,피오라,점화,점멸,5,3,60.0
MIDDLE,피즈,순간이동,점멸,15,4,26.67
MIDDLE,피즈,점화,점멸,605,308,50.91
MIDDLE,하이머딩거,방어막,점멸,13,7,53.85
MIDDLE,하이머딩거,순간이동,점멸,15,7,46.67
MIDDLE,하이머딩거,점화,점멸,17,10,58.82
MIDDLE,흐웨이,방어막,점멸,5,2,40.0
MIDDLE,흐웨이,순간이동,점멸,1140,533,46.75
MIDDLE,흐웨이,유체화,점멸,29,12,41.38
MIDDLE,흐웨이,정화,점멸,11,2,18.18
MIDDLE,흐웨이,탈진,점멸,15,8,53.33
TOP,가렌,순간이동,점멸,34,16,47.06
TOP,가렌,유체화,점화,13,4,30.77
TOP,가렌,점화,점멸,702,335,47.72
TOP,갈리오,순간이동,점멸,227,128,56.39
TOP,갈리오,유체화,점멸,25,14,56.0
TOP,갈리오,점화,점멸,15,9,60.0
TOP,갱플랭크,방어막,점멸,13,6,46.15
TOP,갱플랭크,순간이동,점멸,1459,748,51.27
TOP,갱플랭크,점화,점멸,1090,585,53.67
TOP,갱플랭크,탈진,점멸,28,11,39.29
TOP,그라가스,순간이동,점멸,937,455,48.56
TOP,그라가스,유체화,점멸,8,6,75.0
TOP,그라가스,점화,점멸,146,64,43.84
TOP,그라가스,탈진,점멸,17,11,64.71
TOP,그레이브즈,순간이동,점멸,10,1,10.0
TOP,그레이브즈,점화,점멸,16,5,31.25
TOP,그웬,순간이동,유체화,162,85,52.47
TOP,그웬,순간이동,점멸,511,285,55.77
TOP,그웬,순간이동,점화,285,163,57.19
TOP,그웬,순간이동,탈진,33,16,48.48
TOP,그웬,유체화,점멸,56,34,60.71
TOP,그웬,유체화,점화,99,45,45.45
TOP,그웬,유체화,탈진,15,9,60.0
TOP,그웬,점화,점멸,396,200,50.51
TOP,그웬,점화,탈진,28,10,35.71
TOP,그웬,탈진,점멸,58,34,58.62
TOP,나르,방어막,점멸,264,145,54.92
TOP,나르,순간이동,점멸,1578,774,49.05
TOP,나르,유체화,점멸,39,23,58.97
TOP,나르,점화,점멸,166,81,48.8
TOP,나르,탈진,점멸,99,47,47.47
TOP,나서스,순간이동,유체화,122,58,47.54
TOP,나서스,순간이동,점멸,77,35,45.45
TOP,나서스,순간이동,탈진,12,6,50.0
TOP,나서스,유체화,점멸,34,13,38.24
TOP,나서스,유체화,탈진,5,3,60.0
TOP,나서스,점화,점멸,41,21,51.22
TOP,나피리,순간이동,점멸,22,12,54.55
TOP,나피리,순간이동,점화,7,3,42.86
TOP,나피리,점화,점멸,40,21,52.5
TOP,녹턴,순간이동,점멸,158,82,51.9
TOP,녹턴,점화,점멸,36,14,38.89
TOP,니달리,순간이동,점멸,63,41,65.08
TOP,니달리,점화,점멸,109,48,44.04
TOP,니코,방어막,점멸,6,4,66.67
TOP,니코,순간이동,점멸,46,27,58.7
TOP,니코,점화,점멸,7,4,57.14
TOP,니코,탈진,점멸,21,8,38.1
TOP,다리우스,유체화,점멸,1429,697,48.78
TOP,다리우스,점화,점멸,56,26,46.43
TOP,다리우스,탈진,점멸,6,0,0.0
TOP,다이애나,순간이동,점멸,19,12,63.16
TOP,다이애나,점화,점멸,26,16,61.54
TOP,드레이븐,방어막,점멸,5,2,40.0
TOP,드레이븐,순간이동,점멸,7,3,42.86
TOP,드레이븐,점화,점멸,199,100,50.25
TOP,드레이븐,탈진,점멸,14,5,35.71
TOP,라이즈,순간이동,점멸,978,483,49.39
TOP,라이즈,유체화,점멸,145,78,53.79
TOP,라이즈,점화,점멸,119,59,49.58
TOP,라이즈,탈진,점멸,36,17,47.22
TOP,람머스,순간이동,점멸,25,16,64.0
TOP,럭스,유체화,점멸,5,4,80.0
TOP,럼블,순간이동,유체화,26,15,57.69
TOP,럼블,순간이동,점멸,1608,875,54.42
TOP,럼블,유체화,점멸,9,4,44.44
TOP,럼블,점화,점멸,2985,1561,52.29
TOP,럼블,탈진,점멸,44,21,47.73
TOP,레넥톤,순간이동,점멸,1756,842,47.95
TOP,레넥톤,유체화,점멸,11,4,36.36
TOP,레넥톤,점화,점멸,2134,1078,50.52
TOP,레넥톤,탈진,점멸,41,16,39.02
TOP,렉사이,순간이동,점멸,273,146,53.48
TOP,렉사이,점화,점멸,165,86,52.12
TOP,렉사이,탈진,점멸,5,3,60.0
TOP,렝가,순간이동,점멸,236,118,50.0
TOP,렝가,순간이동,점화,9,3,33.33
TOP,렝가,점화,점멸,405,219,54.07
TOP,렝가,탈진,점멸,5,2,40.0
TOP,루시안,방어막,점멸,6,2,33.33
TOP,루시안,순간이동,점멸,20,10,50.0
TOP,루시안,점화,점멸,22,12,54.55
TOP,루시안,탈진,점멸,6,2,33.33
TOP,룰루,순간이동,점멸,72,42,58.33
TOP,룰루,유체화,점멸,5,3,60.0
TOP,룰루,점화,점멸,86,50,58.14
TOP,룰루,탈진,점멸,6,2,33.33
TOP,르블랑,순간이동,점화,8,4,50.0
TOP,르블랑,점화,점멸,25,13,52.0
TOP,리 신,순간이동,점멸,51,25,49.02
TOP,리 신,점화,점멸,97,42,43.3
TOP,리븐,순간이동,점멸,154,79,51.3
TOP,리븐,점화,점멸,1023,547,53.47
TOP,리븐,정화,점멸,6,3,50.0
TOP,리븐,탈진,점멸,9,3,33.33
TOP,리산드라,순간이동,점멸,109,66,60.55
TOP,리산드라,점화,점멸,34,15,44.12
TOP,마스터 이,순간이동,점멸,10,3,30.0
TOP,마스터 이,점화,점멸,81,37,45.68
TOP,마오카이,순간이동,점멸,174,79,45.4
TOP,마오카이,순간이동,점화,18,9,50.0
TOP,마오카이,점화,점멸,9,2,22.22
TOP,말자하,순간이동,점멸,40,12,30.0
TOP,말자하,유체화,점멸,10,8,80.0
TOP,말파이트,순간이동,점멸,1185,590,49.79
TOP,말파이트,순간이동,점화,31,17,54.84
TOP,말파이트,점화,점멸,201,109,54.23
TOP,말파이트,탈진,점멸,13,8,61.54
TOP,모데카이저,순간이동,유체화,7,1,14.29
TOP,모데카이저,순간이동,점멸,344,161,46.8
TOP,모데카이저,유체화,점멸,22,9,40.91
TOP,모데카이저,점화,점멸,313,168,53.67
TOP,모데카이저,탈진,점멸,105,63,60.0
TOP,문도 박사,순간이동,유체화,204,80,39.22
TOP,문도 박사,순간이동,점멸,774,371,47.93
TOP,문도 박사,순간이동,점화,9,6,66.67
TOP,문도 박사,유체화,점멸,56,26,46.43
TOP,문도 박사,유체화,탈진,18,10,55.56
TOP,문도 박사,점화,점멸,60,31,51.67
TOP,문도 박사,탈진,점멸,35,13,37.14
TOP,바루스,방어막,점멸,405,211,52.1
TOP,바루스,순간이동,점멸,50,26,52.0
TOP,바루스,유체화,점멸,364,171,46.98
TOP,바루스,점화,점멸,83,43,51.81
TOP,바루스,정화,점멸,9,4,44.44
TOP,바루스,탈진,점멸,104,46,44.23
TOP,바이,순간이동,점멸,9,4,44.44
TOP,바이,점화,점멸,9,4,44.44
TOP,베이가,순간이동,점멸,13,8,61.54
TOP,베인,방어막,점멸,44,25,56.82
TOP,베인,순간이동,점멸,20,11,55.0
TOP,베인,유체화,점멸,705,355,50.35
TOP,베인,점화,점멸,68,45,66.18
TOP,베인,정화,점멸,26,14,53.85
TOP,베인,탈진,점멸,38,14,36.84
TOP,벡스,순간이동,점멸,7,7,100.0
TOP,벨베스,방어막,점멸,51,27,52.94
TOP,벨베스,순간이동,점멸,13,4,30.77
TOP,벨베스,점화,점멸,19,11,57.89
TOP,벨코즈,유체화,점멸,30,15,50.0
TOP,볼리베어,순간이동,유체화,281,145,51.6
TOP,볼리베어,순간이동,점멸,252,112,44.44
TOP,볼리베어,유체화,점멸,145,70,48.28
TOP,볼리베어,유체화,점화,25,13,52.0
TOP,볼리베어,유체화,탈진,10,5,50.0
TOP,볼리베어,점화,점멸,554,271,48.92
TOP,볼리베어,탈진,점멸,108,60,55.56
TOP,브라이어,점화,점멸,12,4,33.33
TOP,브랜드,유체화,점멸,7,2,28.57
TOP,브랜드,점화,점멸,5,1,20.0
TOP,블라디미르,순간이동,점멸,32,17,53.12
TOP,블라디미르,유체화,점멸,259,137,52.9
TOP,블라디미르,유체화,점화,152,71,46.71
TOP,블라디미르,점화,점멸,763,377,49.41
TOP,비에고,순간이동,점멸,8,5,62.5
TOP,비에고,점화,점멸,46,26,56.52
TOP,빅토르,순간이동,점멸,42,20,47.62
TOP,빅토르,유체화,점멸,9,4,44.44
TOP,뽀삐,순간이동,점멸,628,322,51.27
TOP,뽀삐,점화,점멸,118,67,56.78
TOP,사이온,순간이동,유체화,13,3,23.08
TOP,사이온,순간이동,점멸,2045,931,45.53
TOP,사이온,순간이동,점화,62,29,46.77
TOP,사이온,순간이동,탈진,18,11,61.11
TOP,사이온,유체화,점멸,12,3,25.0
TOP,사이온,점화,점멸,144,75,52.08
TOP,사이온,탈진,점멸,11,2,18.18
TOP,사일러스,순간이동,점멸,432,216,50.0
TOP,사일러스,점화,점멸,184,91,49.46
TOP,사일러스,탈진,점멸,8,3,37.5
TOP,샤코,순간이동,점화,6,1,16.67
TOP,세나,유체화,점멸,14,9,64.29
TOP,세주아니,순간이동,점멸,102,44,43.14
TOP,세주아니,순간이동,점화,297,159,53.54
TOP,세주아니,점화,점멸,94,45,47.87
TOP,세트,순간이동,점멸,330,149,45.15
TOP,세트,유체화,점멸,97,49,50.52
TOP,세트,점화,점멸,636,309,48.58
TOP,세트,탈진,점멸,44,17,38.64
TOP,소라카,방어막,점멸,20,11,55.0
TOP,소라카,탈진,점멸,5,1,20.0
TOP,쉔,순간이동,점멸,704,355,50.43
TOP,쉔,순간이동,점화,5,3,60.0
TOP,쉔,점화,점멸,441,231,52.38
TOP,쉔,탈진,점멸,36,20,55.56
TOP,쉬바나,순간이동,점화,5,3,60.0
TOP,스몰더,방어막,점멸,6,1,16.67
TOP,스몰더,순간이동,점멸,70,31,44.29
TOP,스몰더,유체화,점멸,14,5,35.71
TOP,스몰더,탈진,점멸,5,2,40.0
TOP,스웨인,순간이동,점멸,124,68,54.84
TOP,스웨인,유체화,점멸,110,61,55.45
TOP,스웨인,탈진,점멸,12,6,50.0
TOP,스카너,순간이동,점멸,15,7,46.67
TOP,신 짜오,순간이동,점멸,34,15,44.12
TOP,신 짜오,점화,점멸,184,81,44.02
TOP,신 짜오,탈진,점멸,5,0,0.0
TOP,신드라,순간이동,점멸,27,17,62.96
TOP,신드라,유체화,점멸,5,2,40.0
TOP,신지드,순간이동,점멸,81,46,56.79
TOP,신지드,유체화,점멸,659,356,54.02
TOP,신지드,유체화,점화,62,31,50.0
TOP,신지드,점화,점멸,464,258,55.6
TOP,신지드,탈진,점멸,6,3,50.0
TOP,아리,순간이동,점멸,16,6,37.5
TOP,아이번,순간이동,점멸,94,53,56.38
TOP,아이번,유체화,점화,8,4,50.0
TOP,아이번,점화,점멸,7,3,42.86
TOP,아이번,탈진,점멸,5,3,60.0
TOP,아지르,순간이동,점멸,116,67,57.76
TOP,아지르,점화,점멸,29,14,48.28
TOP,아지르,탈진,점멸,6,3,50.0
TOP,아칼리,순간이동,점멸,236,113,47.88
TOP,아칼리,순간이동,점화,276,130,47.1
TOP,아칼리,점화,점멸,609,308,50.57
TOP,아크샨,순간이동,점멸,9,1,11.11
TOP,아크샨,점화,점멸,64,34,53.12
TOP,아트록스,방어막,점멸,5,1,20.0
TOP,아트록스,순간이동,점멸,1571,715,45.51
TOP,아트록스,점화,점멸,700,344,49.14
TOP,아트록스,탈진,점멸,109,52,47.71
TOP,암베사,순간이동,점멸,4339,2124,48.95
TOP,암베사,순간이동,점화,17,8,47.06
TOP,암베사,점화,점멸,805,392,48.7
TOP,암베사,탈진,점멸,56,28,50.0
TOP,애니비아,순간이동,점멸,119,63,52.94
TOP,애니비아,유체화,점멸,11,8,72.73
TOP,애니비아,점화,점멸,252,142,56.35
TOP,야스오,순간이동,점멸,422,201,47.63
TOP,야스오,점화,점멸,357,162,45.38
TOP,야스오,탈진,점멸,349,166,47.56
TOP,에코,순간이동,점멸,26,11,42.31
TOP,에코,점화,점멸,14,6,42.86
TOP,엘리스,점화,점멸,11,8,72.73
TOP,오공,순간이동,점멸,95,44,46.32
TOP,오공,순간이동,점화,16,5,31.25
TOP,오공,점화,점멸,144,82,56.94
TOP,오로라,순간이동,점멸,381,181,47.51
TOP,오로라,유체화,점멸,6,4,66.67
TOP,오로라,점화,점멸,109,52,47.71
TOP,오른,순간이동,점멸,714,354,49.58
TOP,오른,순간이동,점화,10,3,30.0
TOP,오른,점화,점멸,40,16,40.0
TOP,오른,탈진,점멸,7,2,28.57
TOP,오리아나,순간이동,점멸,39,13,33.33
TOP,올라프,방어막,유체화,25,17,68.0
TOP,올라프,순간이동,유체화,44,24,54.55
TOP,올라프,순간이동,점멸,29,16,55.17
TOP,올라프,유체화,점멸,1231,668,54.26
TOP,올라프,유체화,점화,23,13,56.52
TOP,올라프,유체화,탈진,31,18,58.06
TOP,올라프,점화,점멸,33,17,51.52
TOP,올라프,탈진,점멸,16,7,43.75
TOP,요네,순간이동,점멸,913,418,45.78
TOP,요네,점화,점멸,301,154,51.16
TOP,요네,탈진,점멸,470,213,45.32
TOP,요릭,순간이동,점멸,555,266,47.93
TOP,요릭,점화,점멸,165,89,53.94
TOP,요릭,탈진,점멸,31,15,48.39
TOP,우디르,순간이동,유체화,44,23,52.27
TOP,우디르,순간이동,점멸,261,144,55.17
TOP,우디르,유체화,점멸,31,13,41.94
TOP,우디르,유체화,점화,11,4,36.36
TOP,우디르,점화,점멸,225,125,55.56
TOP,우디르,탈진,점멸,25,10,40.0
TOP,우르곳,순간이동,점멸,306,165,53.92
TOP,우르곳,유체화,점멸,43,19,44.19
TOP,우르곳,점화,점멸,552,313,56.7
TOP,우르곳,탈진,점멸,29,16,55.17
TOP,워윅,방어막,점멸,766,386,50.39
TOP,이렐리아,방어막,점멸,6,2,33.33
TOP,이렐리아,순간이동,점멸,955,491,51.41
TOP,이렐리아,점화,점멸,1157,577,49.87
TOP,이렐리아,정화,점멸,8,1,12.5
TOP,이렐리아,탈진,점멸,193,102,52.85
TOP,이블린,점화,점멸,8,2,25.0
TOP,일라오이,순간이동,점멸,288,116,40.28
TOP,일라오이,점화,점멸,7,4,57.14
TOP,일라오이,탈진,점멸,93,48,51.61
TOP,자르반 4세,순간이동,점멸,10,4,40.0
TOP,자크,순간이동,점멸,241,107,44.4
TOP,자크,점화,점멸,103,55,53.4
TOP,자크,점화,탈진,6,2,33.33
TOP,자헨,방어막,점멸,6,3,50.0
TOP,자헨,순간이동,점멸,2140,1101,51.45
TOP,자헨,순간이동,점화,11,5,45.45
TOP,자헨,유체화,점멸,32,13,40.62
TOP,자헨,유체화,점화,5,2,40.0
TOP,자헨,점화,점멸,602,296,49.17
TOP,자헨,탈진,점멸,89,43,48.31
TOP,잭스,방어막,점멸,23,11,47.83
TOP,잭스,순간이동,점멸,2882,1484,51.49
TOP,잭스,순간이동,점화,7,5,71.43
TOP,잭스,유체화,점멸,11,4,36.36
TOP,잭스,점화,점멸,1528,782,51.18
TOP,잭스,탈진,점멸,127,59,46.46
TOP,제드,순간이동,점멸,91,43,47.25
TOP,제드,순간이동,점화,12,6,50.0
TOP,제드,점화,점멸,67,35,52.24
TOP,제이스,순간이동,점멸,980,494,50.41
TOP,제이스,점화,점멸,353,168,47.59
TOP,제이스,탈진,점멸,15,6,40.0
TOP,조이,순간이동,점멸,10,6,60.0
TOP,조이,점화,점멸,40,19,47.5
TOP,질리언,순간이동,점멸,10,4,40.0
TOP,초가스,순간이동,점멸,149,67,44.97
TOP,초가스,점화,점멸,24,12,50.0
TOP,초가스,탈진,점멸,15,7,46.67
TOP,카르마,순간이동,유체화,5,2,40.0
TOP,카르마,순간이동,점멸,61,27,44.26
TOP,카르마,유체화,점멸,8,2,25.0
TOP,카밀,순간이동,점멸,613,315,51.39
TOP,카밀,순간이동,점화,591,288,48.73
TOP,카밀,점화,점멸,371,184,49.6
TOP,카밀,탈진,점멸,10,3,30.0
TOP,카사딘,순간이동,점멸,42,22,52.38
TOP,카시오페아,방어막,점멸,7,5,71.43
TOP,카시오페아,순간이동,점멸,299,149,49.83
TOP,카시오페아,유체화,점멸,45,21,46.67
TOP,카시오페아,점화,점멸,99,52,52.53
TOP,카시오페아,탈진,점멸,97,53,54.64
TOP,카이사,방어막,점멸,7,5,71.43
TOP,카이사,유체화,점멸,9,2,22.22
TOP,카타리나,순간이동,점멸,7,3,42.86
TOP,카타리나,순간이동,점화,9,2,22.22
TOP,카타리나,점화,점멸,14,7,50.0
TOP,칼리스타,탈진,점멸,5,1,20.0
TOP,케넨,순간이동,점멸,1528,844,55.24
TOP,케넨,유체화,점멸,25,12,48.0
TOP,케넨,점화,점멸,718,371,51.67
TOP,케넨,탈진,점멸,26,14,53.85
TOP,케이틀린,방어막,점멸,5,3,60.0
TOP,케인,순간이동,점멸,16,4,25.0
TOP,케인,순간이동,점화,25,13,52.0
TOP,케인,점화,점멸,37,19,51.35
TOP,케일,방어막,점멸,6,4,66.67
TOP,케일,순간이동,점멸,283,154,54.42
TOP,케일,유체화,점멸,26,13,50.0
TOP,케일,점화,점멸,53,30,56.6
TOP,케일,탈진,점멸,23,12,52.17
TOP,코르키,방어막,점멸,8,5,62.5
TOP,코르키,순간이동,점멸,54,27,50.0
TOP,코르키,점화,점멸,24,11,45.83
TOP,코르키,탈진,점멸,8,3,37.5
TOP,퀸,순간이동,점멸,13,7,53.85
TOP,퀸,유체화,점멸,13,9,69.23
TOP,퀸,점화,점멸,322,163,50.62
TOP,퀸,정화,점멸,7,5,71.43
TOP,크산테,방어막,순간이동,8,3,37.5
TOP,크산테,방어막,점멸,26,9,34.62
TOP,크산테,순간이동,유체화,29,12,41.38
TOP,크산테,순간이동,점멸,3986,1864,46.76
TOP,크산테,순간이동,점화,14,6,42.86
TOP,크산테,순간이동,탈진,10,4,40.0
TOP,크산테,유체화,점멸,131,62,47.33
TOP,크산테,점화,점멸,261,117,44.83
TOP,크산테,탈진,점멸,93,47,50.54
TOP,클레드,방어막,점멸,19,6,31.58
TOP,클레드,방어막,점화,17,7,41.18
TOP,클레드,방어막,탈진,16,10,62.5
TOP,클레드,순간이동,점멸,236,129,54.66
TOP,클레드,순간이동,점화,8,2,25.0
TOP,클레드,순간이동,탈진,6,1,16.67
TOP,클레드,점화,점멸,540,275,50.93
TOP,클레드,점화,탈진,9,3,33.33
TOP,클레드,탈진,점멸,250,110,44.0
TOP,키아나,순간이동,점멸,5,0,0.0
TOP,키아나,점화,점멸,87,33,37.93
TOP,탈론,점화,점멸,20,11,55.0
TOP,탈리야,순간이동,점멸,5,4,80.0
TOP,탐 켄치,순간이동,유체화,5,2,40.0
TOP,탐 켄치,순간이동,점멸,184,89,48.37
TOP,탐 켄치,순간이동,점화,7,2,28.57
TOP,탐 켄치,유체화,점멸,8,5,62.5
TOP,탐 켄치,유체화,점화,5,3,60.0
TOP,탐 켄치,점화,점멸,40,18,45.0
TOP,탐 켄치,탈진,점멸,40,19,47.5
TOP,트런들,순간이동,점멸,24,13,54.17
TOP,트런들,유체화,점멸,10,4,40.0
TOP,트런들,점화,점멸,72,35,48.61
TOP,트런들,탈진,점멸,9,5,55.56
TOP,트리스타나,방어막,점멸,5,4,80.0
TOP,트리스타나,순간이동,점멸,9,4,44.44
TOP,트리스타나,점화,점멸,33,18,54.55
TOP,트리스타나,탈진,점멸,14,8,57.14
TOP,트린다미어,유체화,점멸,170,80,47.06
TOP,트린다미어,유체화,점화,33,16,48.48
TOP,트린다미어,점화,점멸,492,232,47.15
TOP,트위스티드 페이트,순간이동,점멸,10,6,60.0
TOP,트위스티드 페이트,유체화,점멸,39,20,51.28
TOP,티모,유체화,점멸,5,2,40.0
TOP,티모,점화,점멸,629,323,51.35
TOP,판테온,순간이동,점멸,134,64,47.76
TOP,판테온,점화,점멸,695,334,48.06
TOP,판테온,탈진,점멸,5,2,40.0
TOP,피들스틱,순간이동,점멸,28,12,42.86
TOP,피들스틱,점화,점멸,28,10,35.71
TOP,피오라,순간이동,유체화,21,12,57.14
TOP,피오라,순간이동,점멸,736,384,52.17
TOP,피오라,유체화,점멸,13,6,46.15
TOP,피오라,유체화,탈진,8,7,87.5
TOP,피오라,점화,점멸,2043,1058,51.79
TOP,피오라,탈진,점멸,22,7,31.82
TOP,피즈,점화,점멸,11,3,27.27
TOP,하이머딩거,방어막,순간이동,23,14,60.87
TOP,하이머딩거,방어막,점멸,5,2,40.0
TOP,하이머딩거,방어막,점화,19,11,57.89
TOP,하이머딩거,순간이동,점멸,154,76,49.35
TOP,하이머딩거,순간이동,탈진,46,17,36.96
TOP,하이머딩거,점화,점멸,45,26,57.78
TOP,하이머딩거,탈진,점멸,30,14,46.67
TOP,흐웨이,순간이동,점멸,12,6,50.0
UTILITY,갈리오,점화,점멸,73,35,47.95
UTILITY,갈리오,탈진,점멸,15,4,26.67
UTILITY,갈리오,회복,점멸,127,72,56.69
UTILITY,그라가스,점화,점멸,52,32,61.54
UTILITY,그라가스,탈진,점멸,8,4,50.0
UTILITY,그라가스,회복,점멸,32,15,46.88
UTILITY,나미,점화,점멸,5,2,40.0
UTILITY,나미,탈진,점멸,38,20,52.63
UTILITY,나미,회복,점멸,1462,721,49.32
UTILITY,나피리,점화,점멸,5,2,40.0
UTILITY,노틸러스,점화,점멸,5322,2659,49.96
