position,champion,rune_key,rune_main,rune_sub,total_games,win_count,win_rate
BOTTOM,진,어둠의 수확,지배,정밀,681,304,44.64
BOTTOM,진,치명적 속도,정밀,영감,5,0,0.0
BOTTOM,징크스,기민한 발놀림,정밀,마법,8,5,62.5
BOTTOM,징크스,기민한 발놀림,정밀,영감,39,21,53.85
BOTTOM,징크스,집중 공격,정밀,영감,7,1,14.29
BOTTOM,징크스,치명적 속도,정밀,결의,7,3,42.86
BOTTOM,징크스,치명적 속도,정밀,마법,1154,575,49.83
BOTTOM,징크스,치명적 속도,정밀,영감,3580,1920,53.63
BOTTOM,초가스,감전,지배,마법,19,12,63.16
BOTTOM,카서스,어둠의 수확,지배,정밀,112,64,57.14
BOTTOM,카서스,콩콩이 소환,마법,정밀,6,5,83.33
BOTTOM,카시오페아,정복자,정밀,마법,671,370,55.14
BOTTOM,카시오페아,정복자,정밀,영감,20,7,35.0
BOTTOM,카이사,기민한 발놀림,정밀,영감,7,2,28.57
BOTTOM,카이사,집중 공격,정밀,영감,54,26,48.15
BOTTOM,카이사,집중 공격,정밀,지배,9,4,44.44
BOTTOM,카이사,치명적 속도,정밀,영감,8686,4237,48.78
BOTTOM,카이사,칼날비,지배,영감,18,8,44.44
BOTTOM,카이사,칼날비,지배,정밀,6,4,66.67
BOTTOM,칼리스타,치명적 속도,정밀,결의,11,4,36.36
BOTTOM,칼리스타,치명적 속도,정밀,영감,145,86,59.31
BOTTOM,칼리스타,치명적 속도,정밀,지배,278,153,55.04
BOTTOM,케이틀린,기민한 발놀림,정밀,마법,227,112,49.34
BOTTOM,케이틀린,기민한 발놀림,정밀,영감,741,377,50.88
BOTTOM,케이틀린,기민한 발놀림,정밀,지배,34,18,52.94
BOTTOM,케이틀린,선제공격,영감,마법,121,61,50.41
BOTTOM,케이틀린,치명적 속도,정밀,결의,9,3,33.33
BOTTOM,케이틀린,치명적 속도,정밀,마법,984,448,45.53
BOTTOM,케이틀린,치명적 속도,정밀,영감,3007,1563,51.98
BOTTOM,코그모,선제공격,영감,정밀,13,3,23.08
BOTTOM,코그모,신비로운 유성,마법,정밀,14,7,50.0
BOTTOM,코그모,집중 공격,정밀,영감,20,15,75.0
BOTTOM,코그모,치명적 속도,정밀,결의,146,76,52.05
BOTTOM,코그모,치명적 속도,정밀,영감,82,45,54.88
BOTTOM,코르키,기민한 발놀림,정밀,영감,14,6,42.86
BOTTOM,코르키,정복자,정밀,영감,1063,512,48.17
BOTTOM,코르키,집중 공격,정밀,영감,7,3,42.86
BOTTOM,코르키,치명적 속도,정밀,영감,22,11,50.0
BOTTOM,코르키,칼날비,지배,영감,7,6,85.71
BOTTOM,코르키,칼날비,지배,정밀,5,0,0.0
BOTTOM,키아나,정복자,정밀,지배,18,10,55.56
BOTTOM,탈리야,난입,마법,영감,12,5,41.67
BOTTOM,트리스타나,집중 공격,정밀,영감,137,73,53.28
BOTTOM,트리스타나,집중 공격,정밀,지배,11,7,63.64
BOTTOM,트리스타나,치명적 속도,정밀,결의,5,3,60.0
BOTTOM,트리스타나,치명적 속도,정밀,마법,8,4,50.0
BOTTOM,트리스타나,치명적 속도,정밀,영감,2247,1181,52.56
BOTTOM,트리스타나,치명적 속도,정밀,지배,18,6,33.33
BOTTOM,트위스티드 페이트,치명적 속도,정밀,영감,6,4,66.67
BOTTOM,트위치,집중 공격,정밀,마법,95,48,50.53
BOTTOM,트위치,집중 공격,정밀,영감,69,37,53.62
BOTTOM,트위치,집중 공격,정밀,지배,57,31,54.39
BOTTOM,트위치,치명적 속도,정밀,마법,90,36,40.0
BOTTOM,트위치,치명적 속도,정밀,영감,80,38,47.5
BOTTOM,트위치,치명적 속도,정밀,지배,226,126,55.75
BOTTOM,트위치,칼날비,지배,정밀,5,4,80.0
BOTTOM,하이머딩거,신비로운 유성,마법,영감,55,29,52.73
BOTTOM,하이머딩거,신비로운 유성,마법,정밀,24,17,70.83
BOTTOM,하이머딩거,정복자,정밀,마법,40,23,57.5
BOTTOM,흐웨이,신비로운 유성,마법,영감,14,7,50.0
BOTTOM,흐웨이,신비로운 유성,마법,정밀,58,33,56.9
BOTTOM,흐웨이,정복자,정밀,마법,6,2,33.33
JUNGLE,그라가스,감전,지배,마법,8,4,50.0
JUNGLE,그라가스,어둠의 수확,지배,마법,23,15,65.22
JUNGLE,그라가스,어둠의 수확,지배,영감,72,36,50.0
JUNGLE,그레이브즈,기민한 발놀림,정밀,영감,379,185,48.81
JUNGLE,그레이브즈,기민한 발놀림,정밀,지배,69,34,49.28
JUNGLE,그레이브즈,어둠의 수확,지배,영감,20,9,45.0
JUNGLE,그레이브즈,어둠의 수확,지배,정밀,708,336,47.46
JUNGLE,그레이브즈,정복자,정밀,영감,8,3,37.5
JUNGLE,그웬,정복자,정밀,마법,33,21,63.64
JUNGLE,그웬,정복자,정밀,영감,1842,955,51.85
JUNGLE,나피리,선제공격,영감,지배,6,2,33.33
JUNGLE,나피리,정복자,정밀,영감,318,148,46.54
JUNGLE,나피리,정복자,정밀,지배,19,9,47.37
JUNGLE,나피리,칼날비,지배,영감,38,16,42.11
JUNGLE,나피리,칼날비,지배,정밀,7,3,42.86
JUNGLE,녹턴,감전,지배,영감,11,6,54.55
JUNGLE,녹턴,정복자,정밀,영감,7,2,28.57
JUNGLE,녹턴,정복자,정밀,지배,460,245,53.26
JUNGLE,녹턴,치명적 속도,정밀,영감,6,4,66.67
JUNGLE,녹턴,치명적 속도,정밀,지배,80,42,52.5
JUNGLE,녹턴,칼날비,지배,마법,8,6,75.0
JUNGLE,녹턴,칼날비,지배,영감,16,8,50.0
JUNGLE,녹턴,칼날비,지배,정밀,8,3,37.5
JUNGLE,누누와 윌럼프,감전,지배,영감,49,28,57.14
JUNGLE,누누와 윌럼프,난입,마법,결의,158,85,53.8
JUNGLE,누누와 윌럼프,난입,마법,영감,383,203,53.0
JUNGLE,누누와 윌럼프,난입,마법,정밀,885,468,52.88
JUNGLE,누누와 윌럼프,난입,마법,지배,121,70,57.85
JUNGLE,누누와 윌럼프,어둠의 수확,지배,마법,11,5,45.45
JUNGLE,누누와 윌럼프,어둠의 수확,지배,영감,12,6,50.0
JUNGLE,니달리,감전,지배,마법,71,36,50.7
JUNGLE,니달리,감전,지배,정밀,14,7,50.0
JUNGLE,니달리,선제공격,영감,정밀,14,6,42.86
JUNGLE,니달리,선제공격,영감,지배,10,5,50.0
JUNGLE,니달리,어둠의 수확,지배,마법,712,367,51.54
JUNGLE,니달리,어둠의 수확,지배,영감,36,17,47.22
JUNGLE,니달리,어둠의 수확,지배,정밀,368,197,53.53
JUNGLE,니달리,정복자,정밀,마법,1763,907,51.45
JUNGLE,니달리,정복자,정밀,영감,92,45,48.91
JUNGLE,니달리,정복자,정밀,지배,23,10,43.48
JUNGLE,니코,감전,지배,영감,5,4,80.0
JUNGLE,니코,어둠의 수확,지배,영감,34,20,58.82
JUNGLE,다리우스,난입,마법,정밀,12,6,50.0
JUNGLE,다리우스,정복자,정밀,마법,5,3,60.0
JUNGLE,다이애나,감전,지배,정밀,13,8,61.54
JUNGLE,다이애나,선제공격,영감,지배,19,11,57.89
JUNGLE,다이애나,정복자,정밀,마법,9,6,66.67
JUNGLE,다이애나,정복자,정밀,영감,1200,543,45.25
JUNGLE,다이애나,정복자,정밀,지배,63,23,36.51
JUNGLE,다이애나,치명적 속도,정밀,영감,15,10,66.67
JUNGLE,람머스,여진,결의,마법,13,4,30.77
JUNGLE,람머스,여진,결의,영감,5,2,40.0
JUNGLE,람머스,여진,결의,정밀,278,150,53.96
JUNGLE,람머스,여진,결의,지배,11,8,72.73
JUNGLE,럼블,선제공격,영감,지배,20,9,45.0
JUNGLE,럼블,어둠의 수확,지배,마법,7,2,28.57
JUNGLE,럼블,어둠의 수확,지배,영감,12,3,25.0
JUNGLE,럼블,정복자,정밀,영감,5,3,60.0
JUNGLE,렉사이,정복자,정밀,결의,5,4,80.0
JUNGLE,렉사이,정복자,정밀,마법,13,5,38.46
JUNGLE,렉사이,정복자,정밀,영감,2319,1257,54.2
JUNGLE,렉사이,집중 공격,정밀,결의,25,12,48.0
JUNGLE,렉사이,집중 공격,정밀,영감,284,156,54.93
JUNGLE,렉사이,칼날비,지배,영감,71,42,59.15
JUNGLE,렝가,감전,지배,정밀,30,9,30.0
JUNGLE,렝가,기민한 발놀림,정밀,영감,7,4,57.14
JUNGLE,렝가,기민한 발놀림,정밀,지배,11,6,54.55
JUNGLE,렝가,선제공격,영감,정밀,25,12,48.0
JUNGLE,렝가,선제공격,영감,지배,76,38,50.0
JUNGLE,렝가,정복자,정밀,영감,97,57,58.76
JUNGLE,렝가,정복자,정밀,지배,401,195,48.63
JUNGLE,리 신,감전,지배,영감,41,21,51.22
JUNGLE,리 신,감전,지배,정밀,48,26,54.17
JUNGLE,리 신,선제공격,영감,지배,13,4,30.77
JUNGLE,리 신,어둠의 수확,지배,영감,24,15,62.5
JUNGLE,리 신,어둠의 수확,지배,정밀,32,15,46.88
JUNGLE,리 신,정복자,정밀,결의,9,4,44.44
JUNGLE,리 신,정복자,정밀,마법,74,39,52.7
JUNGLE,리 신,정복자,정밀,영감,9570,4885,51.04
JUNGLE,리 신,정복자,정밀,지배,115,60,52.17
JUNGLE,리븐,정복자,정밀,영감,32,16,50.0
JUNGLE,릴리아,어둠의 수확,지배,마법,5,2,40.0
JUNGLE,릴리아,정복자,정밀,마법,66,37,56.06
JUNGLE,릴리아,정복자,정밀,영감,1214,643,52.97
JUNGLE,마스터 이,선제공격,영감,정밀,6,3,50.0
JUNGLE,마스터 이,치명적 속도,정밀,영감,333,156,46.85
JUNGLE,마스터 이,치명적 속도,정밀,지배,76,34,44.74
JUNGLE,마스터 이,칼날비,지배,영감,16,7,43.75
JUNGLE,마스터 이,칼날비,지배,정밀,163,83,50.92
JUNGLE,마오카이,난입,마법,영감,32,13,40.62
JUNGLE,마오카이,난입,마법,지배,7,4,57.14
JUNGLE,마오카이,선제공격,영감,지배,7,2,28.57
JUNGLE,마오카이,어둠의 수확,지배,영감,6,3,50.0
JUNGLE,마오카이,여진,결의,정밀,5,4,80.0
JUNGLE,말파이트,감전,지배,마법,74,26,35.14
JUNGLE,말파이트,감전,지배,영감,2440,1091,44.71
JUNGLE,말파이트,감전,지배,정밀,11,5,45.45
JUNGLE,말파이트,봉인 풀린 주문서,영감,결의,5,2,40.0
JUNGLE,말파이트,신비로운 유성,마법,결의,10,4,40.0
JUNGLE,말파이트,어둠의 수확,지배,마법,19,10,52.63
JUNGLE,말파이트,어둠의 수확,지배,영감,26,14,53.85
JUNGLE,말파이트,집중 공격,정밀,영감,681,289,42.44
JUNGLE,말파이트,집중 공격,정밀,지배,163,76,46.63
JUNGLE,말파이트,착취의 손아귀,결의,마법,7,1,14.29
JUNGLE,말파이트,칼날비,지배,마법,6,1,16.67
JUNGLE,말파이트,칼날비,지배,영감,23,10,43.48
JUNGLE,모데카이저,정복자,정밀,결의,9,6,66.67
JUNGLE,모데카이저,정복자,정밀,영감,11,4,36.36
JUNGLE,모르가나,봉인 풀린 주문서,영감,마법,13,7,53.85
JUNGLE,모르가나,신비로운 유성,마법,영감,8,4,50.0
JUNGLE,모르가나,어둠의 수확,지배,영감,40,12,30.0
JUNGLE,문도 박사,기민한 발놀림,정밀,결의,18,4,22.22
JUNGLE,문도 박사,기민한 발놀림,정밀,영감,591,267,45.18
JUNGLE,바이,정복자,정밀,결의,29,16,55.17
JUNGLE,바이,정복자,정밀,마법,36,15,41.67
JUNGLE,바이,정복자,정밀,영감,2940,1396,47.48
JUNGLE,바이,정복자,정밀,지배,56,20,35.71
JUNGLE,바이,집중 공격,정밀,영감,10,6,60.0
JUNGLE,바이,칼날비,지배,영감,5,4,80.0
JUNGLE,바이,칼날비,지배,정밀,20,13,65.0
JUNGLE,벨베스,기민한 발놀림,정밀,영감,32,17,53.12
JUNGLE,벨베스,정복자,정밀,마법,21,4,19.05
JUNGLE,벨베스,정복자,정밀,영감,800,425,53.12
JUNGLE,벨베스,정복자,정밀,지배,64,41,64.06
JUNGLE,벨베스,집중 공격,정밀,영감,231,131,56.71
JUNGLE,벨베스,집중 공격,정밀,지배,31,17,54.84
JUNGLE,벨베스,치명적 속도,정밀,영감,30,17,56.67
JUNGLE,볼리베어,집중 공격,정밀,마법,15,8,53.33
JUNGLE,볼리베어,집중 공격,정밀,영감,5,4,80.0
JUNGLE,볼리베어,치명적 속도,정밀,마법,8,3,37.5
JUNGLE,볼리베어,치명적 속도,정밀,영감,32,15,46.88
JUNGLE,브라이어,정복자,정밀,영감,25,14,56.0
JUNGLE,브라이어,정복자,정밀,지배,23,10,43.48
JUNGLE,브라이어,집중 공격,정밀,마법,21,13,61.9
JUNGLE,브라이어,집중 공격,정밀,영감,52,21,40.38
JUNGLE,브라이어,집중 공격,정밀,지배,72,29,40.28
JUNGLE,브라이어,치명적 속도,정밀,영감,10,4,40.0
JUNGLE,브라이어,칼날비,지배,영감,47,25,53.19
JUNGLE,브라이어,칼날비,지배,정밀,9,4,44.44
JUNGLE,브랜드,난입,마법,영감,51,24,47.06
JUNGLE,브랜드,어둠의 수확,지배,영감,32,17,53.12
JUNGLE,브랜드,어둠의 수확,지배,정밀,18,13,72.22
JUNGLE,브랜드,정복자,정밀,영감,9,4,44.44
JUNGLE,비에고,정복자,정밀,영감,3816,1834,48.06
JUNGLE,비에고,정복자,정밀,지배,168,87,51.79
JUNGLE,비에고,집중 공격,정밀,영감,27,13,48.15
JUNGLE,비에고,칼날비,지배,정밀,7,5,71.43
JUNGLE,뽀삐,감전,지배,결의,11,7,63.64
JUNGLE,뽀삐,감전,지배,마법,20,16,80.0
JUNGLE,뽀삐,감전,지배,영감,8,5,62.5
JUNGLE,뽀삐,감전,지배,정밀,9,7,77.78
JUNGLE,뽀삐,난입,마법,영감,86,37,43.02
JUNGLE,뽀삐,난입,마법,지배,43,25,58.14
JUNGLE,뽀삐,어둠의 수확,지배,마법,36,17,47.22
JUNGLE,뽀삐,어둠의 수확,지배,영감,9,5,55.56
JUNGLE,뽀삐,어둠의 수확,지배,정밀,9,5,55.56
JUNGLE,뽀삐,칼날비,지배,영감,16,6,37.5
JUNGLE,뽀삐,칼날비,지배,정밀,44,20,45.45
JUNGLE,사이온,난입,마법,영감,11,5,45.45
JUNGLE,사이온,착취의 손아귀,결의,영감,5,1,20.0
JUNGLE,사일러스,감전,지배,영감,11,5,45.45
JUNGLE,사일러스,선제공격,영감,정밀,5,3,60.0
JUNGLE,사일러스,선제공격,영감,지배,109,68,62.39
JUNGLE,사일러스,어둠의 수확,지배,영감,237,118,49.79
JUNGLE,사일러스,어둠의 수확,지배,정밀,7,2,28.57
JUNGLE,사일러스,정복자,정밀,결의,31,11,35.48
JUNGLE,사일러스,정복자,정밀,마법,5,3,60.0
JUNGLE,사일러스,정복자,정밀,영감,2484,1229,49.48
JUNGLE,사일러스,정복자,정밀,지배,26,9,34.62
JUNGLE,샤코,신비로운 유성,마법,정밀,7,4,57.14
JUNGLE,샤코,어둠의 수확,지배,마법,10,3,30.0
JUNGLE,샤코,어둠의 수확,지배,영감,5,1,20.0
JUNGLE,샤코,어둠의 수확,지배,정밀,36,19,52.78
JUNGLE,샤코,칼날비,지배,마법,7,4,57.14
JUNGLE,샤코,칼날비,지배,영감,365,191,52.33
JUNGLE,샤코,칼날비,지배,정밀,193,91,47.15
JUNGLE,세주아니,난입,마법,영감,9,5,55.56
JUNGLE,세주아니,난입,마법,정밀,32,19,59.38
JUNGLE,세주아니,난입,마법,지배,10,3,30.0
JUNGLE,세주아니,여진,결의,영감,26,16,61.54
JUNGLE,세주아니,여진,결의,정밀,165,71,43.03
JUNGLE,세주아니,여진,결의,지배,206,107,51.94
JUNGLE,세주아니,정복자,정밀,지배,19,10,52.63
JUNGLE,쉔,집중 공격,정밀,영감,7,2,28.57
JUNGLE,쉔,착취의 손아귀,결의,영감,9,5,55.56
JUNGLE,쉬바나,기민한 발놀림,정밀,영감,6,3,50.0
JUNGLE,쉬바나,정복자,정밀,영감,5,3,60.0
JUNGLE,스카너,여진,결의,영감,21,8,38.1
JUNGLE,스카너,정복자,정밀,영감,14,6,42.86
JUNGLE,스카너,착취의 손아귀,결의,영감,344,164,47.67
JUNGLE,스카너,칼날비,지배,영감,22,10,45.45
JUNGLE,신 짜오,정복자,정밀,영감,2155,1056,49.0
JUNGLE,신 짜오,집중 공격,정밀,영감,7,3,42.86
JUNGLE,신 짜오,칼날비,지배,정밀,11,2,18.18
JUNGLE,아무무,감전,지배,영감,5,2,40.0
JUNGLE,아무무,여진,결의,영감,5,3,60.0
JUNGLE,아무무,여진,결의,지배,40,15,37.5
JUNGLE,아무무,정복자,정밀,영감,12,5,41.67
JUNGLE,아무무,정복자,정밀,지배,27,11,40.74
JUNGLE,아우렐리온 솔,어둠의 수확,지배,영감,6,2,33.33
JUNGLE,아이번,빙결 강화,영감,마법,13,5,38.46
JUNGLE,아이번,어둠의 수확,지배,마법,8,4,50.0
JUNGLE,아이번,집중 공격,정밀,영감,20,11,55.0
JUNGLE,아이번,집중 공격,정밀,지배,125,68,54.4
JUNGLE,아이번,콩콩이 소환,마법,결의,19,14,73.68
JUNGLE,아이번,콩콩이 소환,마법,영감,334,152,45.51
JUNGLE,아이번,콩콩이 소환,마법,정밀,8,4,50.0
JUNGLE,아이번,콩콩이 소환,마법,지배,23,8,34.78
JUNGLE,아트록스,정복자,정밀,영감,297,129,43.43
JUNGLE,아트록스,정복자,정밀,지배,12,5,41.67
JUNGLE,암베사,감전,지배,영감,48,18,37.5
JUNGLE,암베사,선제공격,영감,정밀,171,74,43.27
JUNGLE,암베사,선제공격,영감,지배,52,22,42.31
JUNGLE,암베사,정복자,정밀,결의,32,13,40.62
JUNGLE,암베사,정복자,정밀,마법,10,7,70.0
JUNGLE,암베사,정복자,정밀,영감,2331,1067,45.77
JUNGLE,암베사,정복자,정밀,지배,34,14,41.18
JUNGLE,에코,감전,지배,영감,15,6,40.0
JUNGLE,에코,선제공격,영감,정밀,151,82,54.3
JUNGLE,에코,선제공격,영감,지배,496,260,52.42
JUNGLE,에코,어둠의 수확,지배,마법,145,82,56.55
JUNGLE,에코,어둠의 수확,지배,영감,3226,1627,50.43
JUNGLE,에코,어둠의 수확,지배,정밀,408,219,53.68
JUNGLE,에코,정복자,정밀,영감,192,102,53.12
JUNGLE,에코,집중 공격,정밀,영감,47,23,48.94
JUNGLE,에코,칼날비,지배,영감,120,62,51.67
JUNGLE,에코,칼날비,지배,정밀,15,7,46.67
JUNGLE,엘리스,감전,지배,마법,54,25,46.3
JUNGLE,엘리스,감전,지배,영감,5,5,100.0
JUNGLE,엘리스,감전,지배,정밀,189,106,56.08
JUNGLE,엘리스,선제공격,영감,지배,22,11,50.0
JUNGLE,엘리스,어둠의 수확,지배,마법,36,11,30.56
JUNGLE,엘리스,어둠의 수확,지배,영감,11,4,36.36
JUNGLE,엘리스,어둠의 수확,지배,정밀,313,142,45.37
JUNGLE,엘리스,집중 공격,정밀,마법,6,4,66.67
JUNGLE,엘리스,집중 공격,정밀,영감,23,12,52.17
JUNGLE,엘리스,집중 공격,정밀,지배,123,58,47.15
JUNGLE,오공,정복자,정밀,영감,830,388,46.75
JUNGLE,오공,정복자,정밀,지배,25,14,56.0
JUNGLE,올라프,정복자,정밀,영감,77,35,45.45
JUNGLE,요네,치명적 속도,정밀,영감,5,3,60.0
JUNGLE,우디르,난입,마법,영감,172,102,59.3
JUNGLE,우디르,신비로운 유성,마법,영감,16,10,62.5
JUNGLE,우디르,정복자,정밀,마법,7,4,57.14
JUNGLE,우디르,정복자,정밀,영감,24,10,41.67
JUNGLE,우디르,집중 공격,정밀,마법,14,7,50.0
JUNGLE,우디르,집중 공격,정밀,영감,95,41,43.16
JUNGLE,우르곳,집중 공격,정밀,영감,6,5,83.33
JUNGLE,워윅,집중 공격,정밀,결의,8,3,37.5
JUNGLE,워윅,집중 공격,정밀,마법,9,2,22.22
JUNGLE,워윅,집중 공격,정밀,영감,25,17,68.0
JUNGLE,워윅,집중 공격,정밀,지배,9,3,33.33
JUNGLE,워윅,치명적 속도,정밀,결의,8,3,37.5
JUNGLE,워윅,치명적 속도,정밀,마법,122,64,52.46
JUNGLE,워윅,치명적 속도,정밀,영감,18,10,55.56
JUNGLE,워윅,치명적 속도,정밀,지배,22,13,59.09
JUNGLE,이블린,감전,지배,결의,61,27,44.26
JUNGLE,이블린,감전,지배,마법,179,79,44.13
JUNGLE,이블린,감전,지배,영감,78,41,52.56
JUNGLE,이블린,감전,지배,정밀,424,250,58.96
JUNGLE,이블린,선제공격,영감,지배,21,12,57.14
JUNGLE,이블린,정복자,정밀,지배,21,13,61.9
JUNGLE,자르반 4세,정복자,정밀,영감,2676,1331,49.74
JUNGLE,자르반 4세,정복자,정밀,지배,26,15,57.69
JUNGLE,자르반 4세,집중 공격,정밀,영감,15,7,46.67
JUNGLE,자르반 4세,치명적 속도,정밀,영감,16,7,43.75
JUNGLE,자이라,감전,지배,마법,20,6,30.0
JUNGLE,자이라,감전,지배,영감,162,84,51.85
JUNGLE,자이라,감전,지배,정밀,927,515,55.56
JUNGLE,자이라,선제공격,영감,정밀,9,2,22.22
JUNGLE,자이라,선제공격,영감,지배,26,14,53.85
JUNGLE,자이라,신비로운 유성,마법,정밀,9,4,44.44
JUNGLE,자이라,어둠의 수확,지배,정밀,17,9,52.94
JUNGLE,자크,여진,결의,영감,22,7,31.82
JUNGLE,자크,여진,결의,정밀,121,61,50.41
JUNGLE,자크,정복자,정밀,결의,66,33,50.0
JUNGLE,자크,정복자,정밀,영감,1728,945,54.69
JUNGLE,자헨,정복자,정밀,영감,70,37,52.86
JUNGLE,잭스,정복자,정밀,영감,48,33,68.75
JUNGLE,잭스,집중 공격,정밀,영감,25,13,52.0
JUNGLE,잭스,집중 공격,정밀,지배,8,1,12.5
JUNGLE,잭스,치명적 속도,정밀,영감,149,74,49.66
JUNGLE,제드,감전,지배,마법,9,2,22.22
JUNGLE,제드,감전,지배,영감,75,40,53.33
JUNGLE,제드,감전,지배,정밀,10,3,30.0
JUNGLE,제드,선제공격,영감,마법,15,7,46.67
JUNGLE,제드,선제공격,영감,정밀,372,182,48.92
JUNGLE,제드,선제공격,영감,지배,1048,509,48.57
JUNGLE,제드,어둠의 수확,지배,마법,6,4,66.67
JUNGLE,제드,어둠의 수확,지배,영감,39,24,61.54
JUNGLE,제드,어둠의 수확,지배,정밀,8,3,37.5
JUNGLE,제드,정복자,정밀,마법,164,64,39.02
JUNGLE,제드,정복자,정밀,영감,365,169,46.3
JUNGLE,제드,정복자,정밀,지배,20,8,40.0
JUNGLE,제이스,감전,지배,영감,9,7,77.78
JUNGLE,제이스,난입,마법,영감,18,5,27.78
JUNGLE,제이스,선제공격,영감,마법,18,9,50.0
JUNGLE,제이스,선제공격,영감,정밀,3798,1890,49.76
JUNGLE,제이스,선제공격,영감,지배,3794,1837,48.42
JUNGLE,제이스,정복자,정밀,영감,51,24,47.06
JUNGLE,제이스,착취의 손아귀,결의,영감,5,2,40.0
JUNGLE,초가스,착취의 손아귀,결의,영감,7,5,71.43
JUNGLE,초가스,칼날비,지배,마법,126,74,58.73
JUNGLE,카서스,선제공격,영감,마법,26,14,53.85
JUNGLE,카서스,어둠의 수확,지배,마법,50,23,46.0
JUNGLE,카서스,어둠의 수확,지배,영감,14,5,35.71
JUNGLE,카서스,어둠의 수확,지배,정밀,1764,951,53.91
JUNGLE,카이사,치명적 속도,정밀,영감,10,1,10.0
JUNGLE,카직스,감전,지배,마법,23,14,60.87
JUNGLE,카직스,감전,지배,영감,97,52,53.61
JUNGLE,카직스,감전,지배,정밀,12,3,25.0
JUNGLE,카직스,난입,마법,영감,25,15,60.0
JUNGLE,카직스,선제공격,영감,마법,91,47,51.65
JUNGLE,카직스,선제공격,영감,정밀,43,17,39.53
JUNGLE,카직스,선제공격,영감,지배,1217,610,50.12
JUNGLE,카직스,어둠의 수확,지배,마법,61,26,42.62
JUNGLE,카직스,어둠의 수확,지배,영감,459,245,53.38
JUNGLE,카직스,어둠의 수확,지배,정밀,136,64,47.06
JUNGLE,카직스,정복자,정밀,영감,59,31,52.54
JUNGLE,카직스,정복자,정밀,지배,44,29,65.91
JUNGLE,케인,선제공격,영감,정밀,6,4,66.67
JUNGLE,케인,선제공격,영감,지배,9,6,66.67
JUNGLE,케인,어둠의 수확,지배,영감,102,39,38.24
JUNGLE,케인,어둠의 수확,지배,정밀,50,29,58.0
JUNGLE,케인,정복자,정밀,마법,6,2,33.33
JUNGLE,케인,정복자,정밀,영감,121,57,47.11
JUNGLE,케인,정복자,정밀,지배,135,72,53.33
JUNGLE,케인,칼날비,지배,영감,10,4,40.0
JUNGLE,케인,칼날비,지배,정밀,41,20,48.78
JUNGLE,키아나,감전,지배,영감,204,114,55.88
JUNGLE,키아나,감전,지배,정밀,10,4,40.0
JUNGLE,키아나,선제공격,영감,정밀,38,19,50.0
JUNGLE,키아나,선제공격,영감,지배,3103,1570,50.6
JUNGLE,키아나,어둠의 수확,지배,영감,10,4,40.0
JUNGLE,키아나,정복자,정밀,영감,109,71,65.14
JUNGLE,키아나,정복자,정밀,지배,36,17,47.22
JUNGLE,킨드레드,정복자,정밀,영감,164,94,57.32
JUNGLE,킨드레드,정복자,정밀,지배,79,43,54.43
JUNGLE,킨드레드,집중 공격,정밀,결의,8,6,75.0
JUNGLE,킨드레드,집중 공격,정밀,영감,148,72,48.65
JUNGLE,킨드레드,집중 공격,정밀,지배,232,109,46.98
JUNGLE,킨드레드,치명적 속도,정밀,영감,249,140,56.22
JUNGLE,킨드레드,치명적 속도,정밀,지배,91,51,56.04
JUNGLE,탈론,감전,지배,영감,1034,527,50.97
JUNGLE,탈론,기민한 발놀림,정밀,영감,57,20,35.09
JUNGLE,탈론,난입,마법,영감,5,2,40.0
JUNGLE,탈론,선제공격,영감,정밀,13,9,69.23
JUNGLE,탈론,선제공격,영감,지배,587,320,54.51
JUNGLE,탈론,어둠의 수확,지배,영감,14,5,35.71
JUNGLE,탈론,정복자,정밀,영감,179,78,43.58
JUNGLE,탈리야,선제공격,영감,정밀,13,9,69.23
JUNGLE,탈리야,선제공격,영감,지배,79,44,55.7
JUNGLE,탈리야,어둠의 수확,지배,마법,23,9,39.13
JUNGLE,탈리야,어둠의 수확,지배,영감,260,112,43.08
JUNGLE,탈리야,어둠의 수확,지배,정밀,318,179,56.29
JUNGLE,트런들,집중 공격,정밀,영감,172,79,45.93
JUNGLE,트런들,치명적 속도,정밀,영감,24,12,50.0
JUNGLE,트위치,집중 공격,정밀,지배,7,3,42.86
JUNGLE,판테온,정복자,정밀,영감,360,185,51.39
JUNGLE,판테온,정복자,정밀,지배,8,3,37.5
JUNGLE,판테온,집중 공격,정밀,지배,5,3,60.0
JUNGLE,피들스틱,감전,지배,마법,334,196,58.68
JUNGLE,피들스틱,감전,지배,영감,170,90,52.94
JUNGLE,피들스틱,감전,지배,정밀,36,19,52.78
JUNGLE,피들스틱,선제공격,영감,지배,130,69,53.08
JUNGLE,피들스틱,어둠의 수확,지배,마법,35,21,60.0
JUNGLE,피들스틱,어둠의 수확,지배,영감,35,17,48.57
JUNGLE,피들스틱,어둠의 수확,지배,정밀,19,8,42.11
JUNGLE,헤카림,난입,마법,영감,7,0,0.0
JUNGLE,헤카림,난입,마법,정밀,2022,1026,50.74
JUNGLE,헤카림,정복자,정밀,마법,174,82,47.13
JUNGLE,헤카림,정복자,정밀,영감,23,14,60.87
MIDDLE,가렌,난입,마법,결의,37,21,56.76
MIDDLE,가렌,정복자,정밀,결의,15,9,60.0
MIDDLE,가렌,정복자,정밀,마법,29,10,34.48
MIDDLE,갈리오,감전,지배,결의,10,5,50.0
