position,champion,item_name,pick_count,win_count,win_rate
JUNGLE,그웬,새끼 바람돌이 + 새끼 화염발톱,61,33,54.09836065573771
JUNGLE,그웬,새끼 바람돌이 + 제어 와드,1,1,100.0
JUNGLE,그웬,새끼 바람돌이 + 체력 물약,697,373,53.51506456241033
JUNGLE,그웬,새끼 이끼쿵쿵이,11,6,54.54545454545454
JUNGLE,그웬,새끼 이끼쿵쿵이 + 새끼 화염발톱,4,1,25.0
JUNGLE,그웬,새끼 이끼쿵쿵이 + 체력 물약,18,9,50.0
JUNGLE,그웬,새끼 화염발톱,162,76,46.913580246913575
JUNGLE,그웬,새끼 화염발톱 + 체력 물약,699,365,52.21745350500715
JUNGLE,나서스,새끼 바람돌이,3,0,0.0
JUNGLE,나서스,새끼 바람돌이 + 체력 물약,1,0,0.0
JUNGLE,나서스,새끼 이끼쿵쿵이,4,2,50.0
JUNGLE,나피리,2 새끼 화염발톱,1,0,0.0
JUNGLE,나피리,2 체력 물약,2,1,50.0
JUNGLE,나피리,새끼 바람돌이,23,14,60.86956521739131
JUNGLE,나피리,새끼 바람돌이 + 새끼 이끼쿵쿵이,1,1,100.0
JUNGLE,나피리,새끼 바람돌이 + 새끼 화염발톱,13,6,46.15384615384615
JUNGLE,나피리,새끼 바람돌이 + 체력 물약,27,6,22.22222222222222
JUNGLE,나피리,새끼 이끼쿵쿵이 + 새끼 화염발톱,2,2,100.0
JUNGLE,나피리,새끼 이끼쿵쿵이 + 체력 물약,1,0,0.0
JUNGLE,나피리,새끼 화염발톱,96,41,42.70833333333333
JUNGLE,나피리,새끼 화염발톱 + 체력 물약,234,112,47.863247863247864
JUNGLE,노틸러스,새끼 바람돌이 + 새끼 이끼쿵쿵이,1,0,0.0
JUNGLE,노틸러스,새끼 바람돌이 + 체력 물약,3,0,0.0
JUNGLE,노틸러스,새끼 이끼쿵쿵이 + 체력 물약,1,1,100.0
JUNGLE,노틸러스,새끼 화염발톱 + 체력 물약,1,0,0.0
JUNGLE,녹턴,롱소드 + 체력 물약,1,0,0.0
JUNGLE,녹턴,새끼 바람돌이,10,4,40.0
JUNGLE,녹턴,새끼 바람돌이 + 새끼 화염발톱,7,3,42.857142857142854
JUNGLE,녹턴,새끼 바람돌이 + 체력 물약,17,8,47.05882352941176
JUNGLE,녹턴,새끼 이끼쿵쿵이,9,3,33.33333333333333
JUNGLE,녹턴,새끼 이끼쿵쿵이 + 새끼 화염발톱,1,0,0.0
JUNGLE,녹턴,새끼 이끼쿵쿵이 + 체력 물약,6,5,83.33333333333334
JUNGLE,녹턴,새끼 화염발톱,149,85,57.04697986577181
JUNGLE,녹턴,새끼 화염발톱 + 체력 물약,399,207,51.8796992481203
JUNGLE,누누와 윌럼프,2 새끼 바람돌이,2,2,100.0
JUNGLE,누누와 윌럼프,2 새끼 이끼쿵쿵이,1,0,0.0
JUNGLE,누누와 윌럼프,2 체력 물약,3,2,66.66666666666666
JUNGLE,누누와 윌럼프,새끼 바람돌이,879,447,50.85324232081911
JUNGLE,누누와 윌럼프,새끼 바람돌이 + 새끼 이끼쿵쿵이,6,4,66.66666666666666
JUNGLE,누누와 윌럼프,새끼 바람돌이 + 새끼 화염발톱,15,7,46.666666666666664
JUNGLE,누누와 윌럼프,새끼 바람돌이 + 제어 와드,2,0,0.0
JUNGLE,누누와 윌럼프,새끼 바람돌이 + 체력 물약,307,161,52.44299674267101
JUNGLE,누누와 윌럼프,새끼 이끼쿵쿵이,162,90,55.55555555555556
JUNGLE,누누와 윌럼프,새끼 이끼쿵쿵이 + 새끼 화염발톱,3,3,100.0
JUNGLE,누누와 윌럼프,새끼 이끼쿵쿵이 + 체력 물약,18,10,55.55555555555556
JUNGLE,누누와 윌럼프,새끼 화염발톱,86,57,66.27906976744185
JUNGLE,누누와 윌럼프,새끼 화염발톱 + 체력 물약,140,85,60.71428571428571
JUNGLE,니달리,2 새끼 바람돌이,1,0,0.0
JUNGLE,니달리,2 새끼 화염발톱,4,4,100.0
JUNGLE,니달리,2 체력 물약,7,4,57.14285714285714
JUNGLE,니달리,새끼 바람돌이,23,8,34.78260869565217
JUNGLE,니달리,새끼 바람돌이 + 새끼 화염발톱,42,18,42.857142857142854
JUNGLE,니달리,새끼 바람돌이 + 체력 물약,201,100,49.75124378109453
JUNGLE,니달리,새끼 이끼쿵쿵이 + 새끼 화염발톱,7,4,57.14285714285714
JUNGLE,니달리,새끼 화염발톱,531,279,52.54237288135594
JUNGLE,니달리,새끼 화염발톱 + 체력 물약,2287,1182,51.683428071709656
